"SampleID"	"ExtractID"	"SequenceID"	"steps_remaining"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"ExtractBox"	"ExtractNotes"	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"Bristol"	"SampleTime"	"SampleStabilizer"	"CollectionDate"	"Subject"	"Subj_Certainty"
"LAM-2-MGE"	"DNA1-LAM-2-MGE"	"LAM-2-MGE-S17"	"sample extracted and sequenced"	"cm002"	17	17	1	NA	NA	5.6	30800	"FAX08980"	"PL2"	"no_sample"	2024-02-12	2024-02-12 18:57:44.163673	"marmoset"	2024-02-12	"rapid16s"	"SQK-16S024"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-09-22	"SA/MB"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	3.2	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-11	"Lambchop"	"yes"
"OPH-2-DRS"	"DNA1-OPH-2-DRS"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-08-18	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 6"	""	31	"SA"	""	1	800	"DNA/RNA Shield"	2023-03-11	"Ophelia"	"yes"
"OPH-2-MGE"	"DNA1-OPH-2-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-08-18	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 6"	""	3.5	"SA"	""	1	800	"Molecular Grade (96%) Ethanol"	2023-03-11	"Ophelia"	"yes"
"WOL-2-DRS"	"DNA1-WOL-2-DRS"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-08-18	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 6"	""	8.8	"SA"	""	1	800	"DNA/RNA Shield"	2023-03-11	"Wolverine"	"yes"
"WOL-2-MGE"	"DNA1-WOL-2-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-08-18	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 6"	""	2.2	"SA"	""	1	800	"Molecular Grade (96%) Ethanol"	2023-03-11	"Wolverine"	"yes"
"BUD-3-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"DNA/RNA Shield"	2023-03-12	"Buddy"	"yes"
"BUD-3-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-03-12	"Buddy"	"yes"
"FRA-3-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"DNA/RNA Shield"	2023-03-12	"Franc"	"yes"
"FRA-3-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-12	"Franc"	"yes"
"GIN-3-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"DNA/RNA Shield"	2023-03-12	"Ginger"	"yes"
"GIN-3-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-03-12	"Ginger"	"yes"
"GOO-3-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"DNA/RNA Shield"	2023-03-12	"Goose"	"yes"
"GOO-3-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-12	"Goose"	"yes"
"GRO-3-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"DNA/RNA Shield"	2023-03-12	"Grogu"	"yes"
"GRO-3-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-12	"Grogu"	"yes"
"HAM-3-DRS"	"DNA1-HAM-3-DRS"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-08-30	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 6"	""	1.4	"SA"	""	1	800	"DNA/RNA Shield"	2023-03-12	"Hamlet"	"yes"
"HAM-3-MGE"	"DNA1-HAM-3-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-08-30	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 6"	""	20	"SA"	""	1	800	"Molecular Grade (96%) Ethanol"	2023-03-12	"Hamlet"	"yes"
"HEN-3-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"DNA/RNA Shield"	2023-03-12	"Henry"	"yes"
"HEN-3-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-12	"Henry"	"yes"
"IRI-3-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"DNA/RNA Shield"	2023-03-12	"Iris"	"yes"
"IRI-3-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-12	"Iris"	"yes"
"IVY-3-DRS"	"DNA1-IVY-3-DRS"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-07-25	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 5"	""	2.5	"SA"	""	1	730	"DNA/RNA Shield"	2023-03-12	"Ivy"	"yes"
"IVY-3-MGE"	"DNA1-IVY-3-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-07-25	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 5"	""	1.8	"SA"	""	1	730	"Molecular Grade (96%) Ethanol"	2023-03-12	"Ivy"	"yes"
"JAR-3-DRS"	"DNA1-JAR-3-DRS"	"JAR-3-DRS-L220"	"sample extracted and sequenced"	"cm001"	47	47	5	227	136.2	4.14	19609	"FAW97410"	"PL1_Run2"	"no_sample"	2023-12-21	2023-12-21 18:48:13.951103	"marmoset"	2023-12-21	"lsk16s"	"SQK-LSK114 EXP-PBC096"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	47	"yes"	50	2023-09-22	"SA/MB"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	9.4	"SA"	""	1	800	"DNA/RNA Shield"	2023-03-12	"JarJar BINKS"	"yes"
"JAR-3-MGE"	"DNA1-JAR-3-MGE"	"JAR-3-MGE-L221"	"sample extracted and sequenced"	"cm001"	48	48	9	227	136.2	2.19	19280	"FAW97410"	"PL1_Run2"	"no_sample"	2023-12-21	2023-12-21 18:48:13.951103	"marmoset"	2023-12-21	"lsk16s"	"SQK-LSK114 EXP-PBC096"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	47	"yes"	50	2023-09-22	"SA/MB"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	7.4	"SA"	""	1	800	"Molecular Grade (96%) Ethanol"	2023-03-12	"JarJar BINKS"	"yes"
"JAR-3-DRS"	"DNA1-JAR-3-DRS"	"JAR-3-DRS-S18"	"sample extracted and sequenced"	"cm002"	18	18	1	NA	NA	5.6	29582	"FAX08980"	"PL2"	"no_sample"	2024-02-12	2024-02-12 18:57:44.163673	"marmoset"	2024-02-12	"rapid16s"	"SQK-16S024"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-09-22	"SA/MB"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	9.4	"SA"	""	1	800	"DNA/RNA Shield"	2023-03-12	"JarJar BINKS"	"yes"
"JAR-3-MGE"	"DNA1-JAR-3-MGE"	"JAR-3-MGE-S19"	"sample extracted and sequenced"	"cm002"	19	19	1	NA	NA	4.96	29202	"FAX08980"	"PL2"	"no_sample"	2024-02-12	2024-02-12 18:57:44.163673	"marmoset"	2024-02-12	"rapid16s"	"SQK-16S024"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-09-22	"SA/MB"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	7.4	"SA"	""	1	800	"Molecular Grade (96%) Ethanol"	2023-03-12	"JarJar BINKS"	"yes"
"JOA-3-MGE"	"DNA1-JOA-3-MGE"	"JOA-3-MGE-L225"	"sample extracted and sequenced"	"cm001"	52	52	4	227	136.2	4.64	21011	"FAW97410"	"PL1_Run2"	"no_sample"	2023-12-21	2023-12-21 18:48:13.951103	"marmoset"	2023-12-21	"lsk16s"	"SQK-LSK114 EXP-PBC096"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	47	"yes"	50	2023-10-04	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	9.6	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-12	"Joans"	"yes"
"JOA-3-MGE"	"DNA1-JOA-3-MGE"	"JOA-3-MGE-S23"	"sample extracted and sequenced"	"cm002"	23	23	1	NA	NA	5.9	41466	"FAX08980"	"PL2"	"no_sample"	2024-02-12	2024-02-12 18:57:44.163673	"marmoset"	2024-02-12	"rapid16s"	"SQK-16S024"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-10-04	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	9.6	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-12	"Joans"	"yes"
"JOA-3-DRS"	"DNA1-JOA-3-DRS"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-10-04	"SA/SK"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	50	"SA"	""	2	730	"DNA/RNA Shield"	2023-03-12	"Joans"	"yes"
"KOR-3-DRS"	"DNA1-KOR-3-DRS"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-06-06	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 1"	""	8.9	"SA"	""	2	800	"DNA/RNA Shield"	2023-03-12	"Korra"	"yes"
"KOR-3-MGE"	"DNA1-KOR-3-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-06-06	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 1"	""	8.4	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-12	"Korra"	"yes"
"KUB-3-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	1	800	"DNA/RNA Shield"	2023-03-12	"Kubo"	"yes"
"KUB-3-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	1	800	"Molecular Grade (96%) Ethanol"	2023-03-12	"Kubo"	"yes"
"LAM-3-DRS"	"DNA1-LAM-3-DRS"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-07-25	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 5"	""	35	"SA"	""	3	730	"DNA/RNA Shield"	2023-03-12	"Lambchop"	"yes"
"LAM-3-MGE"	"DNA1-LAM-3-MGE"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-07-25	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 5"	""	9.7	"SA"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-03-12	"Lambchop"	"yes"
"MAR-3-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"DNA/RNA Shield"	2023-03-12	"Marshmallow"	"yes"
"MAR-3-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-03-12	"Marshmallow"	"yes"
"OPH-3-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	1	800	"DNA/RNA Shield"	2023-03-12	"Ophelia"	"yes"
"OPH-3-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	1	800	"Molecular Grade (96%) Ethanol"	2023-03-12	"Ophelia"	"yes"
"PAD-3-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"DNA/RNA Shield"	2023-03-12	"Padme"	"yes"
"PAD-3-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-03-12	"Padme"	"yes"
"WOL-3-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	1	800	"DNA/RNA Shield"	2023-03-12	"Wolverine"	"yes"
"WOL-3-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	1	800	"Molecular Grade (96%) Ethanol"	2023-03-12	"Wolverine"	"yes"
"BUD-4-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"DNA/RNA Shield"	2023-03-13	"Buddy"	"yes"
"BUD-4-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-13	"Buddy"	"yes"
"FRA-4-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"DNA/RNA Shield"	2023-03-13	"Franc"	"yes"
"FRA-4-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-13	"Franc"	"yes"
"GIN-4-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"DNA/RNA Shield"	2023-03-13	"Ginger"	"yes"
"GIN-4-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-13	"Ginger"	"yes"
"GOO-4-DRS"	"DNA1-GOO-4-DRS"	"GOO-4-DRS-L222"	"sample extracted and sequenced"	"cm001"	49	49	2	227	136.2	10	8709	"FAW97410"	"PL1_Run2"	"no_sample"	2023-12-21	2023-12-21 18:48:13.951103	"marmoset"	2023-12-21	"lsk16s"	"SQK-LSK114 EXP-PBC096"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	47	"yes"	50	2023-09-22	"SA/MB"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	8.9	"SA"	""	2	730	"DNA/RNA Shield"	2023-03-13	"Goose"	"yes"
"GOO-4-MGE"	"DNA1-GOO-4-MGE"	"GOO-4-MGE-L223"	"sample extracted and sequenced"	"cm001"	50	50	12	227	136.2	1.6	30774	"FAW97410"	"PL1_Run2"	"no_sample"	2023-12-21	2023-12-21 18:48:13.951103	"marmoset"	2023-12-21	"lsk16s"	"SQK-LSK114 EXP-PBC096"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	47	"yes"	50	2023-09-22	"SA/MB"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	5.6	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-13	"Goose"	"yes"
"GOO-4-DRS"	"DNA1-GOO-4-DRS"	"GOO-4-DRS-S20"	"sample extracted and sequenced"	"cm002"	20	20	0	NA	NA	7.9	25527	"FAX08980"	"PL2"	"no_sample"	2024-02-12	2024-02-12 18:57:44.163673	"marmoset"	2024-02-12	"rapid16s"	"SQK-16S024"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-09-22	"SA/MB"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	8.9	"SA"	""	2	730	"DNA/RNA Shield"	2023-03-13	"Goose"	"yes"
"GOO-4-MGE"	"DNA1-GOO-4-MGE"	"GOO-4-MGE-S21"	"sample extracted and sequenced"	"cm002"	21	21	1	NA	NA	7.1	35060	"FAX08980"	"PL2"	"no_sample"	2024-02-12	2024-02-12 18:57:44.163673	"marmoset"	2024-02-12	"rapid16s"	"SQK-16S024"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-09-22	"SA/MB"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 7"	""	5.6	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-13	"Goose"	"yes"
"HAM-4-DRS"	"DNA1-HAM-4-DRS"	"HAM-4-DRS-L132"	"sample extracted and sequenced"	"cm001"	5	5	4	227	136.2	5	30197	"FAW97410"	"PL1_Run2"	"no_sample"	2023-12-21	2023-12-21 18:48:13.951103	"marmoset"	2023-12-21	"lsk16s"	"SQK-LSK114 EXP-PBC096"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	47	"yes"	50	2023-08-03	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 5"	""	88	"SA"	""	1	800	"DNA/RNA Shield"	2023-03-13	"Hamlet"	"yes"
"HAM-4-MGE"	"DNA1-HAM-4-MGE"	"HAM-4-MGE-L133"	"sample extracted and sequenced"	"cm001"	6	6	2	227	136.2	11	25616	"FAW97410"	"PL1_Run2"	"no_sample"	2023-12-21	2023-12-21 18:48:13.951103	"marmoset"	2023-12-21	"lsk16s"	"SQK-LSK114 EXP-PBC096"	"FLO-MIN114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	47	"yes"	50	2023-08-03	"SA"	"Quick-DNA Fecal/Soil Microbe"	"DNA Extracts 5"	""	13	"SA"	""	1	800	"Molecular Grade (96%) Ethanol"	2023-03-13	"Hamlet"	"yes"
"HEN-4-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"DNA/RNA Shield"	2023-03-13	"Henry"	"yes"
"HEN-4-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	3	730	"Molecular Grade (96%) Ethanol"	2023-03-13	"Henry"	"yes"
"HER-4-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	1	800	"DNA/RNA Shield"	2023-03-13	"Hera"	"yes"
"HER-4-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	1	800	"Molecular Grade (96%) Ethanol"	2023-03-13	"Hera"	"yes"
"IRI-4-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"DNA/RNA Shield"	2023-03-13	"Iris"	"yes"
"IRI-4-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	800	"Molecular Grade (96%) Ethanol"	2023-03-13	"Iris"	"yes"
"IVY-4-DRS"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"DNA/RNA Shield"	2023-03-13	"Ivy"	"yes"
"IVY-4-MGE"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SA"	""	2	730	"Molecular Grade (96%) Ethanol"	2023-03-13	"Ivy"	"yes"
